relation_id,source_node_id,source_node_type,source_source_id,target_node_id,target_node_type,target_source_id,relation_type,description,target_citation,target_resolution,source_reference,candidate_confidence,review_status,reviewer_id
REL_00533,SHL_SONGBEN_0309,clause,SHSRC0033,SHL_SONGBEN_0378,clause,SHSRC0033,same_formula_family,兩條均涉及吳茱萸湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""吳茱萸湯""}",0.86,pending,
REL_00534,SHL_SONGBEN_0304,clause,SHSRC0033,SHL_SONGBEN_0305,clause,SHSRC0033,same_formula_family,兩條均涉及附子湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""附子湯""}",0.86,pending,
REL_00535,SHL_SONGBEN_0306,clause,SHSRC0033,SHL_SONGBEN_0307,clause,SHSRC0033,same_formula_family,兩條均涉及桃花湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""桃花湯""}",0.86,pending,
REL_00536,SHL_SONGBEN_0314,clause,SHSRC0033,SHL_SONGBEN_0315,clause,SHSRC0033,same_formula_family,兩條均涉及白通湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""白通湯""}",0.86,pending,
REL_00537,SHL_SONGBEN_0317,clause,SHSRC0033,SHL_SONGBEN_0370,clause,SHSRC0033,same_formula_family,兩條均涉及通脈四逆湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""通脈四逆湯""}",0.86,pending,
REL_00538,SHL_SONGBEN_0351,clause,SHSRC0033,SHL_SONGBEN_0352,clause,SHSRC0033,same_formula_family,兩條均涉及當歸四逆湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""當歸四逆湯""}",0.86,pending,
REL_00539,SHL_SONGBEN_0371,clause,SHSRC0033,SHL_SONGBEN_0373,clause,SHSRC0033,same_formula_family,兩條均涉及白頭翁湯方證，但症狀條件不同。,,direct_clause_id,"{""formula"": ""白頭翁湯""}",0.86,pending,
REL_00540,SHL_SONGBEN_0015,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之後）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00541,SHL_SONGBEN_0028,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00542,SHL_SONGBEN_0029,clause,SHSRC0033,SHL_SONGBEN_0105,clause,SHSRC0033,mistreatment_transformation,誤治變證（重發汗、燒針）以調胃承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""調胃承氣湯""}",0.8,pending,
REL_00543,SHL_SONGBEN_0044,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00544,SHL_SONGBEN_0045,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（而反下之）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00545,SHL_SONGBEN_0063,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（發汗後）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00546,SHL_SONGBEN_0070,clause,SHSRC0033,SHL_SONGBEN_0105,clause,SHSRC0033,mistreatment_transformation,誤治變證（發汗後）以調胃承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""調胃承氣湯""}",0.8,pending,
REL_00547,SHL_SONGBEN_0077,clause,SHSRC0033,SHL_SONGBEN_0076,clause,SHSRC0033,mistreatment_transformation,誤治變證（若下之）以梔子豉湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""梔子豉湯""}",0.8,pending,
REL_00548,SHL_SONGBEN_0078,clause,SHSRC0033,SHL_SONGBEN_0076,clause,SHSRC0033,mistreatment_transformation,誤治變證（大下之後）以梔子豉湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""梔子豉湯""}",0.8,pending,
REL_00549,SHL_SONGBEN_0091,clause,SHSRC0033,SHL_SONGBEN_0029,clause,SHSRC0033,mistreatment_transformation,誤治變證（醫下之）以四逆湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""四逆湯""}",0.8,pending,
REL_00550,SHL_SONGBEN_0091,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（醫下之）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00551,SHL_SONGBEN_0094,clause,SHSRC0033,SHL_SONGBEN_0105,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以調胃承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""調胃承氣湯""}",0.8,pending,
REL_00552,SHL_SONGBEN_0098,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以小柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小柴胡湯""}",0.8,pending,
REL_00553,SHL_SONGBEN_0101,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以小柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小柴胡湯""}",0.8,pending,
REL_00554,SHL_SONGBEN_0103,clause,SHSRC0033,SHL_SONGBEN_0165,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大柴胡湯""}",0.8,pending,
REL_00555,SHL_SONGBEN_0103,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以小柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小柴胡湯""}",0.8,pending,
REL_00556,SHL_SONGBEN_0104,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以小柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小柴胡湯""}",0.8,pending,
REL_00557,SHL_SONGBEN_0137,clause,SHSRC0033,SHL_SONGBEN_0134,clause,SHSRC0033,mistreatment_transformation,誤治變證（復下之、重發汗）以大陷胸湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大陷胸湯""}",0.8,pending,
REL_00558,SHL_SONGBEN_0149,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以小柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小柴胡湯""}",0.8,pending,
REL_00559,SHL_SONGBEN_0149,clause,SHSRC0033,SHL_SONGBEN_0134,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大陷胸湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大陷胸湯""}",0.8,pending,
REL_00560,SHL_SONGBEN_0156,clause,SHSRC0033,SHL_SONGBEN_0071,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以五苓散救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""五苓散""}",0.8,pending,
REL_00561,SHL_SONGBEN_0159,clause,SHSRC0033,SHL_SONGBEN_0386,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以理中丸救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""理中丸""}",0.8,pending,
REL_00562,SHL_SONGBEN_0162,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（下後）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00563,SHL_SONGBEN_0162,clause,SHSRC0033,SHL_SONGBEN_0063,clause,SHSRC0033,mistreatment_transformation,誤治變證（下後）以麻黃杏仁甘草石膏湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""麻黃杏仁甘草石膏湯""}",0.8,pending,
REL_00564,SHL_SONGBEN_0164,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（大下後、復發汗）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00565,SHL_SONGBEN_0164,clause,SHSRC0033,SHL_SONGBEN_0154,clause,SHSRC0033,mistreatment_transformation,誤治變證（大下後、復發汗）以大黃黃連瀉心湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大黃黃連瀉心湯""}",0.8,pending,
REL_00566,SHL_SONGBEN_0168,clause,SHSRC0033,SHL_SONGBEN_0026,clause,SHSRC0033,mistreatment_transformation,誤治變證（下後、若吐）以白虎加人參湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""白虎加人參湯""}",0.8,pending,
REL_00567,SHL_SONGBEN_0212,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下後、若吐）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00568,SHL_SONGBEN_0215,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00569,SHL_SONGBEN_0217,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00570,SHL_SONGBEN_0219,clause,SHSRC0033,SHL_SONGBEN_0176,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以白虎湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""白虎湯""}",0.8,pending,
REL_00571,SHL_SONGBEN_0220,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00572,SHL_SONGBEN_0221,clause,SHSRC0033,SHL_SONGBEN_0076,clause,SHSRC0033,mistreatment_transformation,誤治變證（若下之、加溫針）以梔子豉湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""梔子豉湯""}",0.8,pending,
REL_00573,SHL_SONGBEN_0228,clause,SHSRC0033,SHL_SONGBEN_0076,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以梔子豉湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""梔子豉湯""}",0.8,pending,
REL_00574,SHL_SONGBEN_0237,clause,SHSRC0033,SHL_SONGBEN_0124,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以抵當湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""抵當湯""}",0.8,pending,
REL_00575,SHL_SONGBEN_0238,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00576,SHL_SONGBEN_0240,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00577,SHL_SONGBEN_0240,clause,SHSRC0033,SHL_SONGBEN_0012,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以桂枝湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""桂枝湯""}",0.8,pending,
REL_00578,SHL_SONGBEN_0241,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（大下後）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00579,SHL_SONGBEN_0244,clause,SHSRC0033,SHL_SONGBEN_0071,clause,SHSRC0033,mistreatment_transformation,誤治變證（醫下之）以五苓散救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""五苓散""}",0.8,pending,
REL_00580,SHL_SONGBEN_0249,clause,SHSRC0033,SHL_SONGBEN_0105,clause,SHSRC0033,mistreatment_transformation,誤治變證（吐後）以調胃承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""調胃承氣湯""}",0.8,pending,
REL_00581,SHL_SONGBEN_0250,clause,SHSRC0033,SHL_SONGBEN_0213,clause,SHSRC0033,mistreatment_transformation,誤治變證（發汗後、若吐）以小承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小承氣湯""}",0.8,pending,
REL_00582,SHL_SONGBEN_0252,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00583,SHL_SONGBEN_0253,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00584,SHL_SONGBEN_0254,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00585,SHL_SONGBEN_0255,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00586,SHL_SONGBEN_0256,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00587,SHL_SONGBEN_0257,clause,SHSRC0033,SHL_SONGBEN_0124,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以抵當湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""抵當湯""}",0.8,pending,
REL_00588,SHL_SONGBEN_0267,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,mistreatment_transformation,誤治變證（溫針）以小柴胡湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""小柴胡湯""}",0.8,pending,
REL_00589,SHL_SONGBEN_0320,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00590,SHL_SONGBEN_0321,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00591,SHL_SONGBEN_0322,clause,SHSRC0033,SHL_SONGBEN_0208,clause,SHSRC0033,mistreatment_transformation,誤治變證（下之）以大承氣湯救治，與該方主證條互參。,,direct_clause_id,"{""formula"": ""大承氣湯""}",0.8,pending,
REL_00592,SHL_SONGBEN_0224,clause,SHSRC0033,SHL_SONGBEN_0223,clause,SHSRC0033,contraindication,本條為豬苓湯之禁例，與其主證條對勘。,,direct_clause_id,"{""formula"": ""豬苓湯""}",0.85,pending,
REL_00593,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0023,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝湯 vs 桂枝麻黃各半湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00594,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0035,clause,SHSRC0033,differential,二條共見惡風、發熱、頭痛而結論方不同（桂枝湯 vs 麻黃湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡風"", ""發熱"", ""頭痛""]}",0.72,pending,
REL_00595,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0038,clause,SHSRC0033,differential,二條共見惡風、汗出、發熱而結論方不同（桂枝湯 vs 大青龍湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡風"", ""汗出"", ""發熱""]}",0.72,pending,
REL_00596,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0082,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝湯 vs 真武湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00597,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0092,clause,SHSRC0033,differential,二條共見發熱、頭痛而結論方不同（桂枝湯 vs 四逆湯），構成鑒別。,,direct_clause_id,"{""shared"": [""發熱"", ""頭痛""]}",0.72,pending,
REL_00598,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0101,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝湯 vs 小柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00599,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0134,clause,SHSRC0033,differential,二條共見發熱、頭痛而結論方不同（桂枝湯 vs 大陷胸湯），構成鑒別。,,direct_clause_id,"{""shared"": [""發熱"", ""頭痛""]}",0.72,pending,
REL_00600,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0149,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝湯 vs 半夏瀉心湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00601,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0152,clause,SHSRC0033,differential,二條共見汗出、頭痛而結論方不同（桂枝湯 vs 十棗湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""頭痛""]}",0.72,pending,
REL_00602,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0165,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝湯 vs 大柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00603,SHL_SONGBEN_0013,clause,SHSRC0033,SHL_SONGBEN_0175,clause,SHSRC0033,differential,二條共見惡風、汗出而結論方不同（桂枝湯 vs 甘草附子湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡風"", ""汗出""]}",0.72,pending,
REL_00604,SHL_SONGBEN_0014,clause,SHSRC0033,SHL_SONGBEN_0031,clause,SHSRC0033,differential,二條共見惡風、項背強几几而結論方不同（桂枝加葛根湯 vs 葛根湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡風"", ""項背強几几""]}",0.72,pending,
REL_00605,SHL_SONGBEN_0020,clause,SHSRC0033,SHL_SONGBEN_0098,clause,SHSRC0033,differential,二條共見小便難、惡風而結論方不同（桂枝加附子湯 vs 小柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""小便難"", ""惡風""]}",0.72,pending,
REL_00606,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0027,clause,SHSRC0033,differential,二條共見惡寒、發熱而結論方不同（桂枝麻黃各半湯 vs 桂枝二越婢一湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡寒"", ""發熱""]}",0.72,pending,
REL_00607,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0038,clause,SHSRC0033,differential,二條共見惡寒、汗出、發熱而結論方不同（桂枝麻黃各半湯 vs 大青龍湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡寒"", ""汗出"", ""發熱""]}",0.72,pending,
REL_00608,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0082,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝麻黃各半湯 vs 真武湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00609,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0095,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝麻黃各半湯 vs 桂枝湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00610,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0101,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝麻黃各半湯 vs 小柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00611,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0149,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝麻黃各半湯 vs 半夏瀉心湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00612,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0155,clause,SHSRC0033,differential,二條共見惡寒、汗出而結論方不同（桂枝麻黃各半湯 vs 附子瀉心湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡寒"", ""汗出""]}",0.72,pending,
REL_00613,SHL_SONGBEN_0023,clause,SHSRC0033,SHL_SONGBEN_0165,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（桂枝麻黃各半湯 vs 大柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00614,SHL_SONGBEN_0027,clause,SHSRC0033,SHL_SONGBEN_0038,clause,SHSRC0033,differential,二條共見惡寒、發熱而結論方不同（桂枝二越婢一湯 vs 大青龍湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡寒"", ""發熱""]}",0.72,pending,
REL_00615,SHL_SONGBEN_0028,clause,SHSRC0033,SHL_SONGBEN_0134,clause,SHSRC0033,differential,二條共見小便不利、無汗而結論方不同（桂枝去桂加茯苓白朮湯 vs 大陷胸湯），構成鑒別。,,direct_clause_id,"{""shared"": [""小便不利"", ""無汗""]}",0.72,pending,
REL_00616,SHL_SONGBEN_0029,clause,SHSRC0033,SHL_SONGBEN_0030,clause,SHSRC0033,differential,二條共見咽中乾、煩躁、譫語而結論方不同（甘草乾薑湯 vs 甘草乾薑湯），構成鑒別。,,direct_clause_id,"{""shared"": [""咽中乾"", ""煩躁"", ""譫語""]}",0.72,pending,
REL_00617,SHL_SONGBEN_0029,clause,SHSRC0033,SHL_SONGBEN_0105,clause,SHSRC0033,differential,二條共見厥、譫語而結論方不同（甘草乾薑湯 vs 調胃承氣湯），構成鑒別。,,direct_clause_id,"{""shared"": [""厥"", ""譫語""]}",0.72,pending,
REL_00618,SHL_SONGBEN_0029,clause,SHSRC0033,SHL_SONGBEN_0169,clause,SHSRC0033,differential,二條共見微惡寒、心煩而結論方不同（甘草乾薑湯 vs 白虎加人參湯），構成鑒別。,,direct_clause_id,"{""shared"": [""微惡寒"", ""心煩""]}",0.72,pending,
REL_00619,SHL_SONGBEN_0030,clause,SHSRC0033,SHL_SONGBEN_0038,clause,SHSRC0033,differential,二條共見厥逆、汗出、煩躁而結論方不同（甘草乾薑湯 vs 大青龍湯），構成鑒別。,,direct_clause_id,"{""shared"": [""厥逆"", ""汗出"", ""煩躁""]}",0.72,pending,
REL_00620,SHL_SONGBEN_0035,clause,SHSRC0033,SHL_SONGBEN_0038,clause,SHSRC0033,differential,二條共見惡風、發熱而結論方不同（麻黃湯 vs 大青龍湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡風"", ""發熱""]}",0.72,pending,
REL_00621,SHL_SONGBEN_0035,clause,SHSRC0033,SHL_SONGBEN_0092,clause,SHSRC0033,differential,二條共見發熱、頭痛而結論方不同（麻黃湯 vs 四逆湯），構成鑒別。,,direct_clause_id,"{""shared"": [""發熱"", ""頭痛""]}",0.72,pending,
REL_00622,SHL_SONGBEN_0035,clause,SHSRC0033,SHL_SONGBEN_0134,clause,SHSRC0033,differential,二條共見發熱、頭痛而結論方不同（麻黃湯 vs 大陷胸湯），構成鑒別。,,direct_clause_id,"{""shared"": [""發熱"", ""頭痛""]}",0.72,pending,
REL_00623,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0046,clause,SHSRC0033,differential,二條共見發熱、身疼痛而結論方不同（大青龍湯 vs 麻黃湯），構成鑒別。,,direct_clause_id,"{""shared"": [""發熱"", ""身疼痛""]}",0.72,pending,
REL_00624,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0082,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（大青龍湯 vs 真武湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00625,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0095,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（大青龍湯 vs 桂枝湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00626,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0101,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（大青龍湯 vs 小柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00627,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0149,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（大青龍湯 vs 半夏瀉心湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00628,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0155,clause,SHSRC0033,differential,二條共見惡寒、汗出而結論方不同（大青龍湯 vs 附子瀉心湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡寒"", ""汗出""]}",0.72,pending,
REL_00629,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0165,clause,SHSRC0033,differential,二條共見汗出、發熱而結論方不同（大青龍湯 vs 大柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""汗出"", ""發熱""]}",0.72,pending,
REL_00630,SHL_SONGBEN_0038,clause,SHSRC0033,SHL_SONGBEN_0175,clause,SHSRC0033,differential,二條共見惡風、汗出而結論方不同（大青龍湯 vs 甘草附子湯），構成鑒別。,,direct_clause_id,"{""shared"": [""惡風"", ""汗出""]}",0.72,pending,
REL_00631,SHL_SONGBEN_0040,clause,SHSRC0033,SHL_SONGBEN_0096,clause,SHSRC0033,differential,二條共見咳、小便不利、渴而結論方不同（小青龍湯 vs 小柴胡湯），構成鑒別。,,direct_clause_id,"{""shared"": [""咳"", ""小便不利"", ""渴""]}",0.72,pending,
REL_00632,SHL_SONGBEN_0040,clause,SHSRC0033,SHL_SONGBEN_0126,clause,SHSRC0033,differential,二條共見小便不利、少腹滿而結論方不同（小青龍湯 vs 抵當丸），構成鑒別。,,direct_clause_id,"{""shared"": [""小便不利"", ""少腹滿""]}",0.72,pending,
