source_id,title_zh,source_repository,source_url,upstream_collection,upstream_path,upstream_provenance_record,acquisition_note,n_files,characters,work_sha256,licence_status,licence_note
SHSRC0042,傷寒論辯證廣注,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒論辯證廣注,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 18 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒論辯證廣注/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,18,233859,20cc36087d5a5f510b621ea63334a9dc8b0a7da1914f08dc2862830dab17317f,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0043,傷寒論類方,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒論類方,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒論類方/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,44959,2d5861eea703364b312881d797ea5fea92035c448885391d5784fec7fe879849,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0044,傷寒論類方,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒論類方_1,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒論類方_1/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,45413,b23973f9ddf86db781142ae802a79555e98fa7d14186896b0c1d018cff1ca697,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0045,傷寒貫珠集,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒貫珠集,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒貫珠集/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,91013,e1c846d48787301b1bf0d26ffcdbcaa31012df6c5a36f66c2176a7baf24a5d14,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0046,傷寒貫珠集,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒貫珠集_1,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒貫珠集_1/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,91135,84848d2e166fc4b1dcde9b0ed05e73be142203cc56c670be419ffcc6572e8b02,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0047,傷寒辨要箋記,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒辨要箋記,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒辨要箋記/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,10317,d2e465b2026f8a7b941c5b9896cbd4779916894e81939218c97e3edb3907cb06,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0048,傷寒醫訣串解,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒醫訣串解,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒醫訣串解/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,31413,1d61f299a9fab888346c0cce17250c4d6e696504a0db60669eb887bdf16c8f12,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0049,傷寒附翼,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒附翼,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒附翼/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,46175,9cd763a4ce856f84b49d73f1c779ddedbe4b0fa5e4b2690a79dfdaa039d8338a,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0050,傷寒雜病論(桂本),"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/傷寒雜病論_桂本,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/傷寒雜病論_桂本/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,92429,9be332d97dbb6b0d2180d50b7f2786aef2827cd0e7bf1329c12b0c988b1b82c3,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0051,劉河間傷寒醫鑑,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/劉河間傷寒醫鑑,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/劉河間傷寒醫鑑/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,9705,6c12c35b3ec253fe590d2878cda0be382f119f7c7214445eb118d1cba10635f0,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0052,張卿子傷寒論,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/張卿子傷寒論,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 14 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/張卿子傷寒論/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,14,132496,9e5a7171dd7097a1c6d66a0eb19971c7e27f37e5e5b3c1007a2c13faa11b0f82,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0053,敖氏傷寒金鏡錄,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/敖氏傷寒金鏡錄,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/敖氏傷寒金鏡錄/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,22459,82c8c89810977ef8b61f0cf7921b0b5aa647683fe18243ea833331e79594ad60,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0054,河間傷寒心要,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/河間傷寒心要,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 1 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/河間傷寒心要/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,1,4576,1fe6890b464c43d2fbeb81b7d63fa793e1a307ded77b2f5c127467c5a7deee84,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0055,註解傷寒論,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan,data/corpus_raw/shanghan/書籍/註解傷寒論,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 14 entries); data/corpus_raw/shanghan/manifest_*.csv; data/corpus_raw/shanghan/書籍/註解傷寒論/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,14,120917,89e6616bd8ff2847792bec71db8e22830bf327cf1cbc11f8c1e29c209b282324,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0056,曹氏傷寒金匱發微合刊,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,shanghan_jingui_combined,data/corpus_raw/shanghan_jingui_combined/書籍/曹氏傷寒金匱發微合刊,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 48 entries); data/corpus_raw/shanghan_jingui_combined/manifest_*.csv; data/corpus_raw/shanghan_jingui_combined/書籍/曹氏傷寒金匱發微合刊/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,48,291991,4e2a6246de3094869fc30d00026cfee75415225e302b561c48277757234f3be4,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
SHSRC0057,經方實驗錄,"中醫典籍資料庫 (Database of Chinese Medical Classics), jicheng.tw",https://jicheng.tw/tcm/index.html,yian_cases,data/corpus_raw/yian_cases/書籍/經方實驗錄,"data/shanghan/manifest/corpus_manifest.json (per-file sha256, 104 entries); data/corpus_raw/yian_cases/manifest_*.csv; data/corpus_raw/yian_cases/書籍/經方實驗錄/index.txt <book> block",retrieved from the source repository and organised in the upstream bundle; per-file SHA-256 recorded in this release,104,116808,4b74427353807ec18611c513e4113cbc7f86513558c99a1ae027161d3caa112b,not_stated_in_source,upstream terms of use are not stated in the source bundle; structured layers in this release are distributed under CC BY 4.0 by the dataset authors
