variant_id,source_id,clause_id,base_version,variant_version,variant_book,base_text,variant_text,similarity,notable_differences,candidate_confidence,candidate_source_level,manual_status,review_status,reviewer_id,source_resolution
VR_GUIBEN_0112,SHSRC0050,SHL_SONGBEN_0117,songben,guiben,傷寒雜病論_桂本,燒針令其汗，針處被寒，核起而赤者，必發奔豚。氣從少腹上衝心者，灸其核上各一壯，與桂枝加桂湯，更加桂二兩也。,"7.90
燒針令其汗，針處被寒，核起而赤者，必發奔豚。氣從少腹上衝心者，灸其核上各一壯，與桂枝加桂湯。",0.938,"[""宋本獨有用字：也二兩更"", ""傷寒雜病論_桂本獨有用字：\n.079""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0113,SHSRC0050,SHL_SONGBEN_0118,songben,guiben,傷寒雜病論_桂本,火逆下之，因燒針煩躁者，桂枝甘草龍骨牡蠣湯主之。,"7.91
火逆，下之，因燒針煩燥者，桂枝甘草龍骨牡蠣湯主之。",0.9,"[""宋本獨有用字：躁"", ""傷寒雜病論_桂本獨有用字：\n.179燥""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0114,SHSRC0050,SHL_SONGBEN_0119,songben,guiben,傷寒雜病論_桂本,太陽傷寒者，加溫針，必驚也。,"7.92
太陽傷寒者，加溫針必驚也。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0115,SHSRC0050,SHL_SONGBEN_0120,songben,guiben,傷寒雜病論_桂本,太陽病，當惡寒發熱，今自汗出，反不惡寒發熱，關上脈細數者，以醫吐之過也。一二日吐之者，腹中飢，口不能食；三四日吐之者，不喜糜粥，欲食冷食，朝食暮吐，以醫吐之所致也，此為小逆。,"7.93
太陽病，當惡寒發熱，今自汗出，反不惡寒發熱，關上脈細數者，以醫吐之過也。一二日吐之者，腹中飢，口不能食；三四日吐之者，不喜糜粥，欲食冷食，朝食暮吐，此為小逆。若不惡寒，又不欲近衣者，此為內煩。皆醫吐之所致也。",0.881,"[""傷寒雜病論_桂本獨有用字：\n.379內又煩皆若衣近""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0116,SHSRC0050,SHL_SONGBEN_0122,songben,guiben,傷寒雜病論_桂本,病人脈數，數為熱，當消穀引食，而反吐者，此以發汗，令陽氣微，膈氣虛，脈乃數也。數為客熱，不能消穀，以胃中虛冷，故吐也。,"7.94
病人脈數，數為熱，當消穀。今引食而反吐者，此以發汗，令陽氣微、膈氣虛，脈乃數也。數為客熱，故不能消穀，以胃中虛冷，故吐也。",0.933,"[""傷寒雜病論_桂本獨有用字：\n.479、今""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0117,SHSRC0050,SHL_SONGBEN_0123,songben,guiben,傷寒雜病論_桂本,太陽病，過經十餘日，心下溫溫欲吐，而胸中痛，大便反溏，腹微滿，鬱鬱微煩，先此時自極吐下者，與調胃承氣湯。若不爾者，不可與。但欲嘔，胸中痛，微溏者，此非柴胡湯證，以嘔，故知極吐下也。調胃承氣湯。,"7.95
太陽病，過經十餘日，心中溫溫欲吐，胸中痛，大便反溏，腹微滿，鬱鬱微煩。先其時自極吐下者，與調胃承氣湯；若不爾者，不可與之。若但欲嘔，胸中痛，微溏者，此非柴胡證。所以然者，以嘔故知極吐下也。（調胃承氣湯方見上卷）",0.808,"[""宋本獨有用字：而"", ""傷寒雜病論_桂本獨有用字：\n.579上之其卷所方然見（）；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0118,SHSRC0050,SHL_SONGBEN_0124,songben,guiben,傷寒雜病論_桂本,太陽病，六七日表證仍在，脈微而沉，反不結胸，其人發狂者，以熱在下焦，少腹當鞕滿，小便自利者，下血乃愈。所以然者，以太陽隨經，瘀熱在裏故也。抵當湯主之。,"7.96
太陽病六七日，表證仍在，脈微而沉，反不結胸，其人發狂者，以熱在下焦，少腹當鞕滿，小便自利者，下血乃愈。所以然者，以太陽隨經，瘀熱在裏故也，抵當湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0119,SHSRC0050,SHL_SONGBEN_0125,songben,guiben,傷寒雜病論_桂本,太陽病，身黃，脈沉結，少腹鞕，小便不利者，為無血也。小便自利，其人如狂者，血證諦也，抵當湯主之。,"7.97
太陽病，身黃，脈沉結，少腹鞕，小便不利者，為無血也；小便自利，其人如狂者，血證諦也，抵當湯主之。（方見前）",0.96,"[""傷寒雜病論_桂本獨有用字：\n.79前方見（）；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0120,SHSRC0050,SHL_SONGBEN_0126,songben,guiben,傷寒雜病論_桂本,傷寒有熱，少腹滿，應小便不利，今反利者，為有血也，當下之，不可餘藥，宜抵當丸。,"7.98
傷寒，有熱，少腹滿，應小便不利，今反利者，為有血也，當下之，可不餘藥，宜抵當丸。",0.9,"[""傷寒雜病論_桂本獨有用字：\n.789""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0121,SHSRC0050,SHL_SONGBEN_0127,songben,guiben,傷寒雜病論_桂本,太陽病，小便利者，以飲水多，必心下悸，小便少者，必苦裏急也。,"7.99
太陽病，小便利者，以飲水多，必心下悸；小便少者，必苦裏急也。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0122,SHSRC0050,SHL_SONGBEN_0130,songben,guiben,傷寒雜病論_桂本,藏結無陽證，不往來寒熱，其人反靜，舌上胎滑者，不可攻也。,"8.7
臟結，無陽證，不往來寒熱，其人反靜，舌上苔滑者，不可攻也；飲食如故，時時下利，舌上白苔滑者，為難治。",0.655,"[""宋本獨有用字：胎藏"", ""傷寒雜病論_桂本獨有用字：\n.78下利如故時治為白臟苔難食飲；""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0123,SHSRC0050,SHL_SONGBEN_0132,songben,guiben,傷寒雜病論_桂本,結胸證，其脈浮大者，不可下，下之則死。,"8.10
結胸證，其脈浮大者，不可下，下之則死。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0124,SHSRC0050,SHL_SONGBEN_0133,songben,guiben,傷寒雜病論_桂本,結胸證悉具，煩躁者亦死。,"8.11
結胸證悉具，煩躁者亦死。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0125,SHSRC0050,SHL_SONGBEN_0134,songben,guiben,傷寒雜病論_桂本,太陽病，脈浮而動數，浮則為風，數則為熱，動則為痛，數則為虛。頭痛發熱，微盜汗出，而反惡寒者，表未解也，醫反下之，動數變遲，膈內拒痛，胃中空虛，客氣動膈，短氣躁煩，心中懊憹，陽氣內陷，心下因鞕，則為結胸，大陷胸湯主之。若不結胸，但頭汗出，餘處無汗，劑頸而還，小便不利，身必發黃。,"8.12
太陽病，脈浮而動數，浮則為風，數則為熱，動則為痛，頭痛發熱，微盜汗出，而反惡寒者，表未解也。醫反下之，動數變遲，膈內拒痛，胃中空虛，客氣動膈，短氣，躁煩，心中懊憹，陽氣內陷，心下因鞕，則為結胸，大陷胸湯主之。若不結胸，但頭汗出，餘處無汗，劑頸而還，小便不利，身必發黃。五苓散主之。",0.961,"[""傷寒雜病論_桂本獨有用字：\n.128五散苓""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0126,SHSRC0050,SHL_SONGBEN_0135,songben,guiben,傷寒雜病論_桂本,傷寒六七日，結胸熱實，脈沉而緊，心下痛，按之石鞕者，大陷胸湯主之。,"8.13
傷寒六七日，結胸熱實，脈沉緊而實，心下痛，按之石鞕者，大陷胸湯主之。（方見前）",0.821,"[""傷寒雜病論_桂本獨有用字：\n.138前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0127,SHSRC0050,SHL_SONGBEN_0136,songben,guiben,傷寒雜病論_桂本,傷寒十餘日，熱結在裏，復往來寒熱者，與大柴胡湯；但結胸，無大熱者，此為水結在胸脇也，但頭微汗出者，大陷胸湯主之。,"8.15
但結胸無大熱者，此為水結在胸肋也，但頭微汗出者，大陷胸湯主之。（方見前）",0.658,"[""宋本獨有用字：來傷十寒往復日柴胡脇與裏餘；"", ""傷寒雜病論_桂本獨有用字：\n.158前方肋見（）""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0128,SHSRC0050,SHL_SONGBEN_0137,songben,guiben,傷寒雜病論_桂本,太陽病，重發汗而復下之，不大便五六日，舌上燥而渴，日晡所小有潮熱，從心下至少腹鞕滿而痛，不可近者，大陷胸湯主之。,"8.16
太陽病，重發汗，而復下之，不大便五六日，舌上燥而渴，日晡所小有潮熱，從心下至少腹鞕滿而痛，不可近者，大陷胸湯主之。（方見前）",0.969,"[""傷寒雜病論_桂本獨有用字：\n.168前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0129,SHSRC0050,SHL_SONGBEN_0138,songben,guiben,傷寒雜病論_桂本,小結胸病，正在心下，按之則痛，脈浮滑者，小陷胸湯主之。,"8.17
小結胸病，正在心下，按之則痛，脈浮滑者，小陷胸湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0130,SHSRC0050,SHL_SONGBEN_0139,songben,guiben,傷寒雜病論_桂本,太陽病，二三日，不能臥，但欲起，心下必結，脈微弱者，此本有寒分也。反下之，若利止，必作結胸；未止者，四日復下之，此作協熱利也。,"8.18
太陽病，二三日，不能臥，但欲起，心下必結。脈微弱者，此本有寒分也，反下之，若利止，必作結胸。未止者，此作協熱利也。",0.945,"[""宋本獨有用字：四復；"", ""傷寒雜病論_桂本獨有用字：\n.18""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0131,SHSRC0050,SHL_SONGBEN_0140,songben,guiben,傷寒雜病論_桂本,太陽病，下之，其脈促，不結胸者，此為欲解也；脈浮者，必結胸；脈緊者，必咽痛；脈弦者，必兩脇拘急；脈細數者，頭痛未止；脈沉緊者，必欲嘔；脈沉滑者，協熱利；脈浮滑者，必下血。,"8.19
太陽病，下之後，其脈促，不結胸者，此為欲解也；脈浮者，必結胸；脈緊者，必咽痛；脈弦者，必兩脇拘急；脈細數者，頭痛未止；脈沉緊者，必欲嘔；脈沉滑者，協熱利；脈浮滑者，必下血。",0.973,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0132,SHSRC0050,SHL_SONGBEN_0141,songben,guiben,傷寒雜病論_桂本,病在陽，應以汗解之，反以冷水潠之，若灌之，其熱被劫，不得去，彌更益煩，肉上粟起，意欲飲水，反不渴者，服文蛤散；若不差者，與五苓散。寒實結胸，無熱證者，與三物小陷胸湯，白散亦可服。,"8.20
病在陽，應以汗解之，反以冷水潠之，若灌之，其熱被劫不得去，彌更益煩，肉上粟起，意欲飲水，反不渴者，服文蛤散；若不差者，與五苓散。寒實結胸，無熱證者，與三物小陷胸湯，白散亦可服。（五苓散小陷胸湯方俱見前）",0.959,"[""傷寒雜病論_桂本獨有用字：\n.028俱前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0133,SHSRC0050,SHL_SONGBEN_0142,songben,guiben,傷寒雜病論_桂本,太陽與少陽并病，頭項強痛，或眩冒，時如結胸，心下痞鞕者，當刺大椎第一間、肺俞、肝俞，慎不可發汗，發汗則譫語、脈弦，五日譫語不止，當刺期門。,"8.21
太陽與少陽併病，頭項強痛，或眩冒，時如結胸，心下痞鞕者，當刺大椎第一間、肺俞、肝俞，慎不可發汗，發汗則讝語，脈弦大，五日讝語不止，當刺期門。",0.876,"[""宋本獨有用字：并譫"", ""傷寒雜病論_桂本獨有用字：\n.128併讝""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0134,SHSRC0050,SHL_SONGBEN_0143,songben,guiben,傷寒雜病論_桂本,婦人中風，發熱惡寒，經水適來，得之七八日，熱除而脈遲身涼，胸脇下滿，如結胸狀，譫語者，此為熱入血室也。當刺期門，隨其實而取之。,"8.22
婦人中風，發熱惡風，經水適來，得之七八日，熱除而脈遲身涼，胸脇下滿，如結胸狀，讝語者，此為熱入血室也，當刺期門，隨其實而瀉之。",0.882,"[""宋本獨有用字：取寒譫"", ""傷寒雜病論_桂本獨有用字：\n.28瀉讝""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0135,SHSRC0050,SHL_SONGBEN_0144,songben,guiben,傷寒雜病論_桂本,婦人中風，七八日續得寒熱，發作有時，經水適斷者，此為熱入血室，其血必結，故使如瘧狀，發作有時，小柴胡湯主之。,"8.23
婦人中風，七八日，續得寒熱，發作有時，經水適斷者，此為熱入血室，其血必結，故使如瘧狀，小柴胡湯主之。",0.963,"[""傷寒雜病論_桂本獨有用字：\n.238""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0136,SHSRC0050,SHL_SONGBEN_0145,songben,guiben,傷寒雜病論_桂本,婦人傷寒，發熱，經水適來，晝日明了，暮則譫語，如見鬼狀，此為熱入血室，無犯胃氣及上二焦，必自愈。,"8.24
婦人傷寒，發熱，經水適來，晝日明瞭，暮則讝語，如見鬼狀者，此為熱入血室，無犯胃氣及上二焦，必自愈。",0.857,"[""宋本獨有用字：了譫"", ""傷寒雜病論_桂本獨有用字：\n.248瞭者讝""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0137,SHSRC0050,SHL_SONGBEN_0146,songben,guiben,傷寒雜病論_桂本,傷寒六七日，發熱，微惡寒，支節煩疼，微嘔，心下支結，外證未去者，柴胡桂枝湯主之。,"8.25
傷寒六七日，發熱微惡寒，支節煩疼，微嘔，心下支結，外證未去者，柴胡桂枝湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0138,SHSRC0050,SHL_SONGBEN_0147,songben,guiben,傷寒雜病論_桂本,傷寒五六日，已發汗而復下之，胸脇滿微結，小便不利，渴而不嘔，但頭汗出，往來寒熱，心煩者，此為未解也，柴胡桂枝乾薑湯主之。,"8.26
傷寒五六日，已發汗而復下之，胸脇滿，微結，小便不利，渴而不嘔，但頭汗出，往來寒熱，心煩者，此為未解也，柴胡桂枝乾薑湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0139,SHSRC0050,SHL_SONGBEN_0148,songben,guiben,傷寒雜病論_桂本,傷寒五六日，頭汗出，微惡寒，手足冷，心下滿，口不欲食，大便鞕，脈細者，此為陽微結，必有表，復有裏也。脈沉，亦在裏也。汗出，為陽微。假令純陰結，不得復有外證，悉入在裏，此為半在裏半在外也。脈雖沉緊，不得為少陰病。所以然者，陰不得有汗，今頭汗出，故知非少陰也。可與小柴胡湯，設不了了者，得屎而解。,"8.27
傷寒五六日，頭汗出，微惡寒，手足冷，心下滿，口不欲食，大便鞕，脈細者，此為陽微結，必有表復有裏也，脈沉者，亦在裏也，汗出為陽微。假令純陰結，不得復有外證，悉入在裏，此為半在裏半在外也，脈雖沉細，不得為少陰病，所以然者，陰不得有汗，今頭汗出，故知非少陰也，可與小柴胡湯。設不了了者，得屎而解。（小柴胡湯見前）",0.952,"[""宋本獨有用字：緊"", ""傷寒雜病論_桂本獨有用字：\n.278前見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0140,SHSRC0050,SHL_SONGBEN_0149,songben,guiben,傷寒雜病論_桂本,傷寒五六日，嘔而發熱者，柴胡湯證具，而以他藥下之，柴胡證仍在者，復與柴胡湯。此雖已下之，不為逆，必蒸蒸而振，卻發熱汗出而解。若心下滿而鞕痛者，此為結胸也，大陷胸湯主之。但滿而不痛者，此為痞，柴胡不中與之，宜半夏瀉心湯。,"8.28
傷寒五六日，嘔而發熱者，柴胡湯證具，而以他藥下之，柴胡證仍在者，復與柴胡湯，此雖已下之，不為逆，必蒸蒸而振，卻發熱汗出而解。若心下滿而鞕痛者，此為結胸也，大陷胸湯主之；但滿而不痛者，此為痞，柴胡不中與之，宜半夏瀉心湯。（大陷胸湯見前）",0.982,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0141,SHSRC0050,SHL_SONGBEN_0150,songben,guiben,傷寒雜病論_桂本,太陽少陽并病，而反下之，成結胸，心下鞕，下利不止，水漿不下，其人心煩。,"8.29
太陽少陽併病，而反下之，成結胸，心下必鞕，若下利不止，水漿不下，其人必煩。",0.75,"[""宋本獨有用字：并"", ""傷寒雜病論_桂本獨有用字：\n.289併必若""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0142,SHSRC0050,SHL_SONGBEN_0151,songben,guiben,傷寒雜病論_桂本,脈浮而緊，而復下之，緊反入裏，則作痞，按之自濡，但氣痞耳。,"8.30
脈浮而緊，而復下之，緊反入裏，則作痞，按之自濡，但氣痞耳；小青龍湯主之。",0.88,"[""傷寒雜病論_桂本獨有用字：\n.038主小湯青龍；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0143,SHSRC0050,SHL_SONGBEN_0152,songben,guiben,傷寒雜病論_桂本,太陽中風，下利，嘔逆，表解者，乃可攻之。其人漐漐汗出，發作有時，頭痛，心下痞鞕滿，引脇下痛，乾嘔，短氣，汗出不惡寒者，此表解裏未和也，十棗湯主之。,"8.31
太陽中風，下利，嘔逆，表解者，乃可攻之，若其人漐漐汗出，發作有時，頭痛，心下痞滿，引脇下痛，乾嘔短氣，汗出不惡寒者，此表解裏未和也，十棗湯主之。",0.945,"[""宋本獨有用字：鞕"", ""傷寒雜病論_桂本獨有用字：\n.138若""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0144,SHSRC0050,SHL_SONGBEN_0153,songben,guiben,傷寒雜病論_桂本,太陽病，醫發汗，遂發熱惡寒，因復下之，心下痞，表裏俱虛，陰陽氣并竭，無陽則陰獨，復加燒針，因胸煩。面色青黃，膚瞤者，難治。今色微黃，手足溫者，易愈。,"8.32
太陽病，醫發汗，遂發熱惡寒，因復下之，心下痞，表裏俱虛，陰陽氣併竭，無陽則陰獨，復加燒針，因胸煩，面色青黃，膚瞤者，難治；今色微黃，手足溫者易愈。",0.965,"[""宋本獨有用字：并"", ""傷寒雜病論_桂本獨有用字：\n.238併；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0145,SHSRC0050,SHL_SONGBEN_0154,songben,guiben,傷寒雜病論_桂本,心下痞，按之濡，其脈關上浮者，大黃黃連瀉心湯主之。,"8.33
心下痞，按之濡，其脈關上浮大者，大黃黃連黃芩瀉心湯主之。",0.837,"[""傷寒雜病論_桂本獨有用字：\n.38芩""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0146,SHSRC0050,SHL_SONGBEN_0155,songben,guiben,傷寒雜病論_桂本,心下痞，而復惡寒汗出者，附子瀉心湯主之。,"8.34
心下痞，而復惡寒者，附子瀉心湯主之。",0.867,"[""宋本獨有用字：出汗"", ""傷寒雜病論_桂本獨有用字：\n.348""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0147,SHSRC0050,SHL_SONGBEN_0156,songben,guiben,傷寒雜病論_桂本,本以下之，故心下痞，與瀉心湯，痞不解，其人渴而口燥，煩，小便不利者，五苓散主之。,"8.35
本以下之，故心下痞，與瀉心湯，痞不解，其人渴，而口燥煩，小便不利者，五苓散主之。（方見前）",0.954,"[""傷寒雜病論_桂本獨有用字：\n.358前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0148,SHSRC0050,SHL_SONGBEN_0157,songben,guiben,傷寒雜病論_桂本,"傷寒汗出，解之後，胃中不和，心下痞鞕，乾噫食臭，脇下有水氣，腹中雷鳴，下利者，生薑瀉心湯主之。
附子瀉心湯，本云：加附子。半夏瀉心湯、甘草瀉心湯，同體別名耳。生薑瀉心湯，本云：理中人參黃茶湯，去桂枝朮，加黃連，並瀉肝法。","8.36
傷寒，汗出，解之後，胃中不和，心下痞鞕，乾噫食臭，脇下有水氣，腹中雷鳴，下利者，生薑瀉心湯主之。",0.667,"[""宋本獨有用字：、並云人別加半去參同名夏子本朮枝桂法理甘耳肝茶草連附體黃："", ""傷寒雜病論_桂本獨有用字：.368""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0149,SHSRC0050,SHL_SONGBEN_0158,songben,guiben,傷寒雜病論_桂本,傷寒中風，醫反下之，其人下利，日數十行，穀不化，腹中雷鳴，心下痞鞕而滿，乾嘔，心煩不得安。醫見心下痞，謂病不盡，復下之，其痞益甚，此非結熱，但以胃中虛，客氣上逆，故使鞕也，甘草瀉心湯主之。,"8.37
傷寒中風，醫反下之，其人下利，日數十行，穀不化，腹中雷鳴，心下痞鞕而滿，乾嘔，心煩不得安，醫見心下痞，謂病不盡，復下之，其痞益甚，此非結熱，但以胃中虛，客氣上逆，故使鞕也，甘草瀉心湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0150,SHSRC0050,SHL_SONGBEN_0159,songben,guiben,傷寒雜病論_桂本,傷寒，服湯藥，下利不止，心下痞鞕。服瀉心湯已，復以他藥下之，利不止。醫以理中與之，利益甚。理中者，理中焦，此利在下焦，赤石脂禹餘糧湯主之。復不止者，當利其小便。,"8.38
傷寒，服湯藥下之，利不止，心下痞鞕，服瀉心湯不已，復以他藥下之，利益甚，醫以理中與之，利仍不止；理中者，理中焦，此利在下焦故也，赤石脂禹餘糧湯主之；復不止者，當利其小便。",0.881,"[""傷寒雜病論_桂本獨有用字：\n.38也仍故；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0151,SHSRC0050,SHL_SONGBEN_0160,songben,guiben,傷寒雜病論_桂本,傷寒吐下後，發汗，虛煩，脈甚微，八九日心下痞鞕，脇下痛，氣上衝咽喉，眩冒，經脈動惕者，久而成痿。,"8.39
傷寒吐下後，發汗，虛煩，脈甚微，八九日，心下痞鞕，脇下痛，氣上衝咽喉，眩冒，經脈動惕者，久而成痿。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0152,SHSRC0050,SHL_SONGBEN_0161,songben,guiben,傷寒雜病論_桂本,傷寒發汗，若吐若下，解後，心下痞鞕，噫氣不除者，旋覆代赭湯主之。,"8.40
傷寒，發汗，若吐，若下，解後，心下痞鞕，噫氣不除者，旋覆代赭湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0153,SHSRC0050,SHL_SONGBEN_0162,songben,guiben,傷寒雜病論_桂本,下後，不可更行桂枝湯，若汗出而喘，無大熱者，可與麻黃杏仁甘草石膏湯。,"7.32
發汗若下後，不可更行桂枝湯。汗出而喘，無大熱者，可與麻黃杏仁甘草石膏湯。",0.897,"[""傷寒雜病論_桂本獨有用字：\n.237發""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0154,SHSRC0050,SHL_SONGBEN_0163,songben,guiben,傷寒雜病論_桂本,太陽病，外證未除，而數下之，遂協熱而利，利下不止，心下痞鞕，表裏不解者，桂枝人參湯主之。,"8.41
太陽病，外證未除，而數下之，遂協熱而利，利下不止，心下痞鞕，表裏不解者，桂枝人參湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0155,SHSRC0050,SHL_SONGBEN_0164,songben,guiben,傷寒雜病論_桂本,傷寒大下後，復發汗，心下痞，惡寒者，表未解也。不可攻痞，當先解表，表解乃可攻痞。解表宜桂枝湯，攻痞宜大黃黃連瀉心湯。,"8.42
傷寒，大下後，復發汗，心下痞，惡寒者，表未解也，不可攻痞，當先解表，後攻其痞，解表宜桂枝湯；攻痞宜大黃黃連黃芩瀉心湯。（方見前）",0.835,"[""宋本獨有用字：乃"", ""傷寒雜病論_桂本獨有用字：\n.248其前方芩見（）；""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0156,SHSRC0050,SHL_SONGBEN_0165,songben,guiben,傷寒雜病論_桂本,傷寒發熱，汗出不解，心中痞鞕，嘔吐而下利者，大柴胡湯主之。,"8.43
傷寒發熱，汗出不解，心下痞鞕，嘔吐而不利者，大柴胡湯主之。（方見前）",0.776,"[""宋本獨有用字：中"", ""傷寒雜病論_桂本獨有用字：\n.348前方見（）""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0157,SHSRC0050,SHL_SONGBEN_0166,songben,guiben,傷寒雜病論_桂本,病如桂枝證，頭不痛，項不強，寸脈微浮，胸中痞鞕，氣上衝喉咽不得息者，此為胸有寒也，當吐之，宜瓜蒂散。,"8.44
病如桂枝證，頭不痛，項不強，寸脈微浮，胸中痞鞕，氣上衝咽喉，不得息者，此為胸有寒也，當吐之，宜瓜蒂散。",0.925,"[""傷寒雜病論_桂本獨有用字：\n.48""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0158,SHSRC0050,SHL_SONGBEN_0167,songben,guiben,傷寒雜病論_桂本,病脇下素有痞，連在臍旁，痛引少腹，入陰筋者，此名藏結，死。,"8.45
病脇下素有痞，連在臍旁，痛引少腹，入陰筋者，此名臟結，死。",0.909,"[""宋本獨有用字：藏"", ""傷寒雜病論_桂本獨有用字：\n.458臟""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0159,SHSRC0050,SHL_SONGBEN_0168,songben,guiben,傷寒雜病論_桂本,傷寒若吐若下後，七八日不解，熱結在裏，表裏俱熱，時時惡風，大渴，舌上乾燥而煩，欲飲水數升者，白虎加人參湯主之。,"8.46
傷寒，若吐，若下後，七八日不解，熱結在裏，表裏俱熱，時時惡風，大渴，舌上乾燥而煩，欲飲水數升者，白虎加人參湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0160,SHSRC0050,SHL_SONGBEN_0169,songben,guiben,傷寒雜病論_桂本,傷寒無大熱，口燥渴，心煩，背微惡寒者，白虎加人參湯主之。,"8.47
傷寒，無大熱，口燥渴，心煩，背微惡寒者，白虎加人參湯主之。（方見前）",0.936,"[""傷寒雜病論_桂本獨有用字：\n.478前方見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0161,SHSRC0050,SHL_SONGBEN_0170,songben,guiben,傷寒雜病論_桂本,傷寒，脈浮，發熱無汗，其表不解，不可與白虎湯；渴欲飲水，無表證者，白虎加人參湯主之。,"8.48
傷寒，脈浮，發熱，無汗，其表不解，當發汗，不可與白虎湯；渴欲飲，無表證者，白虎加人參湯主之。（方見前）",0.841,"[""宋本獨有用字：水"", ""傷寒雜病論_桂本獨有用字：\n.48前方當見（）""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0162,SHSRC0050,SHL_SONGBEN_0171,songben,guiben,傷寒雜病論_桂本,太陽少陽并病，心下鞕，頸項強而眩者，當刺大椎、肺俞、肝俞，慎勿下之。,"8.49
太陽少陽併病，心下鞕，頸項強而眩者，當刺大椎、肺俞、肝俞，慎不可下也，下之則痙。",0.772,"[""宋本獨有用字：勿并"", ""傷寒雜病論_桂本獨有用字：\n.489不也併則可痙""]",bronze,variant_text,,pending,,text_match
VR_GUIBEN_0163,SHSRC0050,SHL_SONGBEN_0172,songben,guiben,傷寒雜病論_桂本,太陽與少陽合病，自下利者，與黃芩湯；若嘔者，黃芩加半夏生薑湯主之。,"8.50
太陽與少陽合病，自下利者，與黃芩湯；若嘔者，黃芩加半夏生薑湯主之。",1.0,[],silver,variant_text,,pending,,text_match
VR_GUIBEN_0164,SHSRC0050,SHL_SONGBEN_0173,songben,guiben,傷寒雜病論_桂本,傷寒胸中有熱，胃中有邪氣，腹中痛，欲嘔吐者，黃連湯主之。,"8.51
傷寒，胸中有熱，胃中有邪氣，腹中痛，欲嘔者，黃連湯主之。",0.927,"[""宋本獨有用字：吐"", ""傷寒雜病論_桂本獨有用字：\n.158""]",silver,variant_text,,pending,,text_match
VR_GUIBEN_0165,SHSRC0050,SHL_SONGBEN_0174,songben,guiben,傷寒雜病論_桂本,傷寒八九日，風濕相搏，身體疼煩，不能自轉側，不嘔不渴，脈浮虛而濇者，桂枝附子湯主之。若其人大便鞕，小便自利者，去桂加白朮湯主之。,"5.32
傷寒八九日，風濕相搏，不能自轉側，不嘔，不渴，脈浮虛而濇者，桂枝附子湯主之；若大便堅，小便自利者，白朮附子湯主之。",0.774,"[""宋本獨有用字：人其加去煩疼身鞕體"", ""傷寒雜病論_桂本獨有用字：\n.235堅；""]",bronze,variant_text,,pending,,text_match
