clause_id,source_id,book_title,version,canonical_clause_no,chapter,six_channel,text_type,clause_layer,original_text,normalized_text,contains_formula,formula_names,formula_blocks,symptoms,negated_findings,pulse,disease_patterns,therapy_terms,contraindication_terms,mistreatment_terms,transformation_terms,prognosis_terms,herbs,time_course,collation_notes,logic_words,sha256,review_status,reviewer_id,source_resolution
SHL_SONGBEN_0108,SHSRC0033,傷寒論（宋本）,songben,108.0,辨太陽病脈證並治中,太陽病,original_clause,A,傷寒，腹滿，譫語，寸口脈浮而緊，此肝乘脾也，名曰縱。刺期門。,傷寒，腹滿，譫語，寸口脈浮而緊，此肝乘脾也，名曰縱。刺期門。,False,[],[],"[""腹滿"", ""譫語""]",[],"[""浮而緊"", ""浮緊""]","[""傷寒""]",[],[],[],"[""譫語""]",[],[],[],[],[],c667c5e6f2bb14f761ba7c57abb1d962f994d6c87e81093c1ae64d9c7013bcf4,pending,,text_match_multi
SHL_SONGBEN_0109,SHSRC0033,傷寒論（宋本）,songben,109.0,辨太陽病脈證並治中,太陽病,original_clause,A,傷寒發熱，嗇嗇惡寒，大渴欲飲水，其腹必滿，自汗出，小便利，其病欲解，此肝乘肺也，名曰橫。刺期門。,傷寒發熱，嗇嗇惡寒，大渴欲飲水，其腹必滿，自汗出，小便利，其病欲解，此肝乘肺也，名曰橫。刺期門。,False,[],[],"[""發熱"", ""嗇嗇惡寒"", ""渴欲飲水"", ""自汗出"", ""小便利""]",[],[],"[""傷寒""]",[],[],[],[],"[""解"", ""欲解""]",[],[],[],"[""必""]",9e30fc6519337829f2d8747e6a4309018daf7b4eb5f07a69d4bcffb61f01e5c6,pending,,text_match_multi
SHL_SONGBEN_0110,SHSRC0033,傷寒論（宋本）,songben,110.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病二日，反躁，凡熨其背而大汗出，大熱入胃，胃中水竭，躁煩，必發譫語。十餘日，振慄，自下利者，此為欲解也。故其汗從腰以下不得汗，欲小便不得，反嘔，欲失溲，足下惡風，大便鞕，小便當數而反不數及不多，大便已，頭卓然而痛，其人足心必熱，穀氣下流故也。,太陽病二日，反躁，凡熨其背而大汗出，大熱入胃，胃中水竭，躁煩，必發譫語。十餘日，振慄，自下利者，此為欲解也。故其汗從腰以下不得汗，欲小便不得，反嘔，欲失溲，足下惡風，大便鞕，小便當數而反不數及不多，大便已，頭卓然而痛，其人足心必熱，穀氣下流故也。,False,[],[],"[""大汗出"", ""躁煩"", ""譫語"", ""振慄"", ""自下利"", ""反嘔"", ""失溲"", ""惡風"", ""大便硬""]",[],[],"[""太陽病""]",[],[],[],"[""譫語""]","[""解"", ""為欲解""]",[],"[""二日""]",[],"[""反"", ""必""]",df406d956babf213dda2d29780d2146e4bc3bb04936c3f929bec814a883ef30a,pending,,text_match_multi
SHL_SONGBEN_0111,SHSRC0033,傷寒論（宋本）,songben,111.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病中風，以火劫發汗，邪風被火熱，血氣流溢，失其常度。兩陽相熏灼，其身發黃。陽盛則欲衄，陰虛小便難。陰陽俱虛竭，身體則枯燥，但頭汗出，劑頸而還，腹滿，微喘，口乾咽爛，或不大便，久則譫語，甚者至噦，手足躁擾，捻衣摸床，小便利者，其人可治。,太陽病中風，以火劫發汗，邪風被火熱，血氣流溢，失其常度。兩陽相熏灼，其身發黃。陽盛則欲衄，陰虛小便難。陰陽俱虛竭，身體則枯燥，但頭汗出，劑頸而還，腹滿，微喘，口乾咽爛，或不大便，久則譫語，甚者至噦，手足躁擾，捻衣摸床，小便利者，其人可治。,False,[],[],"[""發黃"", ""衄"", ""小便難"", ""頭汗出"", ""腹滿"", ""微喘"", ""口乾"", ""不大便"", ""譫語"", ""噦"", ""手足躁擾"", ""小便利""]",[],"[""陰陽俱虛""]","[""太陽病"", ""中風""]","[""發汗""]",[],"[""以火劫""]","[""發黃"", ""譫語"", ""噦"", ""衄""]","[""可治""]",[],"[""久""]",[],"[""或"", ""但""]",7874802823bf610931757216ee2d23262cbc95032bdc7d5e442826f64202b2c0,pending,,text_match_multi
SHL_SONGBEN_0112,SHSRC0033,傷寒論（宋本）,songben,112.0,辨太陽病脈證並治中,太陽病,original_clause,A,傷寒，脈浮，醫以火迫劫之，亡陽，必驚狂，臥起不安者，桂枝去芍藥加蜀漆牡蠣龍骨救逆湯主之。,傷寒，脈浮，醫以火迫劫之，亡陽，必驚狂，臥起不安者，桂枝去芍藥加蜀漆牡蠣龍骨救逆湯主之。,True,"[""桂枝去芍藥加蜀漆牡蠣龍骨救逆湯""]","[{""formula_name"": ""桂枝去芍藥加蜀漆牡蠣龍骨救逆湯"", ""composition"": [{""herb"": ""桂枝"", ""dose_processing"": ""三兩，去皮""}, {""herb"": ""甘草"", ""dose_processing"": ""二兩，炙""}, {""herb"": ""生薑"", ""dose_processing"": ""三兩，切""}, {""herb"": ""大棗"", ""dose_processing"": ""十二枚，擘""}, {""herb"": ""牡蠣"", ""dose_processing"": ""五兩，熬""}, {""herb"": ""蜀漆"", ""dose_processing"": ""三兩，洗去腥""}, {""herb"": ""龍骨"", ""dose_processing"": ""四兩""}], ""preparation"": ""右七味，以水一斗二升，先煮蜀漆減二升，內諸藥，煮取三升，去滓，"", ""administration"": ""溫服一升。本云：桂枝湯，今去芍藥，加蜀漆、牡蠣、龍骨。"", ""post_notes"": [], ""raw_text"": ""**桂枝去芍藥加蜀漆牡蠣龍骨救逆湯方**\n\n桂枝<l>三兩，去皮</l>　甘草<l>二兩，炙</l>　生薑<l>三兩，切</l>　大棗<l>十二枚，擘</l>　牡蠣<l>五兩，熬</l>　蜀漆<l>三兩，洗去腥</l>　龍骨<l>四兩</l>\n\n右七味，以水一斗二升，先煮蜀漆減二升，內諸藥，煮取三升，去滓，溫服一升。本云：桂枝湯，今去芍藥，加蜀漆、牡蠣、龍骨。""}]","[""驚狂"", ""臥起不安""]",[],"[""浮""]","[""傷寒""]","[""救逆""]",[],"[""火迫劫之""]","[""亡陽"", ""驚狂""]",[],"[""大棗"", ""桂枝"", ""牡蠣"", ""甘草"", ""生薑"", ""蜀漆"", ""龍骨""]",[],[],"[""必"", ""主之""]",4bc83f3526864e0e93387bfca9bc9cd12412740bdb23cd24bb94e52533902720,pending,,text_match_multi
SHL_SONGBEN_0113,SHSRC0033,傷寒論（宋本）,songben,113.0,辨太陽病脈證並治中,太陽病,original_clause,A,形作傷寒，其脈不弦緊而弱，弱者必渴，被火必譫語，弱者發熱脈浮，解之當汗出愈。,形作傷寒，其脈不弦緊而弱，弱者必渴，被火必譫語，弱者發熱脈浮，解之當汗出愈。,False,[],[],"[""形作傷寒"", ""渴"", ""譫語"", ""發熱"", ""汗出""]",[],"[""浮"", ""緊弦弱""]",[],[],[],"[""被火""]","[""譫語""]","[""愈""]",[],[],[],"[""必""]",ad0dbe4a887daee41ef7a77f6a24952a3d5db15a27f220b3aa539ebdaa634d42,pending,,text_match_multi
SHL_SONGBEN_0114,SHSRC0033,傷寒論（宋本）,songben,114.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病，以火熏之，不得汗，其人必躁。到經不解，必清血，名爲火邪。,太陽病，以火熏之，不得汗，其人必躁。到經不解，必清血，名爲火邪。,False,[],[],[],[],[],"[""太陽病""]",[],[],"[""火熏之""]",[],"[""解""]",[],[],[],"[""必""]",9fbec9855104b4d00303ad0b01c370b60b1562d15150e841a0713cf50da6070c,pending,,text_match_multi
SHL_SONGBEN_0115,SHSRC0033,傷寒論（宋本）,songben,115.0,辨太陽病脈證並治中,太陽病,original_clause,A,脈浮，熱甚，而反灸之，此為實，實以虛治，因火而動，必咽燥，吐血。,脈浮，熱甚，而反灸之，此為實，實以虛治，因火而動，必咽燥，吐血。,False,[],[],"[""吐血""]",[],"[""浮""]",[],[],[],"[""灸之""]",[],[],[],[],[],"[""反"", ""必""]",8b42714a94ad08de9300e0e930fec1205c411699eeda1a420f5d413bf63fc0a9,pending,,text_match_multi
SHL_SONGBEN_0116,SHSRC0033,傷寒論（宋本）,songben,116.0,辨太陽病脈證並治中,太陽病,original_clause,A,微數之脈，慎不可灸。因火為邪，則為煩逆，追虛逐實，血散脈中，火氣雖微，內攻有力，焦骨傷筋，血難復也。脈浮，宜以汗解。用火灸之，邪無從出，因火而盛，病從腰以下必重而痹，名火逆也。欲自解者，必當先煩，煩乃有汗而解。何以知之？脈浮，故知汗出解。,微數之脈，慎不可灸。因火為邪，則為煩逆，追虛逐實，血散脈中，火氣雖微，內攻有力，焦骨傷筋，血難復也。脈浮，宜以汗解。用火灸之，邪無從出，因火而盛，病從腰以下必重而痹，名火逆也。欲自解者，必當先煩，煩乃有汗而解。何以知之？脈浮，故知汗出解。,False,[],[],"[""汗出""]",[],"[""浮""]",[],"[""汗解""]","[""慎不可灸""]","[""火逆""]",[],"[""解""]",[],[],[],"[""不可"", ""必"", ""慎"", ""宜""]",9cbc4d8d67d55cca34607fefcf89bf531117ca8638ee875016daf6337ce43395,pending,,text_match_multi
SHL_SONGBEN_0117,SHSRC0033,傷寒論（宋本）,songben,117.0,辨太陽病脈證並治中,太陽病,original_clause,A,燒針令其汗，針處被寒，核起而赤者，必發奔豚。氣從少腹上衝心者，灸其核上各一壯，與桂枝加桂湯，更加桂二兩也。,燒針令其汗，針處被寒，核起而赤者，必發奔豚。氣從少腹上衝心者，灸其核上各一壯，與桂枝加桂湯，更加桂二兩也。,True,"[""桂枝加桂湯""]","[{""formula_name"": ""桂枝加桂湯"", ""composition"": [{""herb"": ""桂枝"", ""dose_processing"": ""五兩，去皮""}, {""herb"": ""芍藥"", ""dose_processing"": ""三兩""}, {""herb"": ""生薑"", ""dose_processing"": ""三兩，切""}, {""herb"": ""甘草"", ""dose_processing"": ""二兩，炙""}, {""herb"": ""大棗"", ""dose_processing"": ""十二枚，擘""}], ""preparation"": ""右五味，以水七升，煮取三升，去滓，"", ""administration"": ""溫服一升。本云：桂枝湯，今加桂滿五兩。所以加桂者，以泄奔豚氣也。"", ""post_notes"": [], ""raw_text"": ""**桂枝加桂湯方**\n\n桂枝<l>五兩，去皮</l>　芍藥<l>三兩</l>　生薑<l>三兩，切</l>　甘草<l>二兩，炙</l>　大棗<l>十二枚，擘</l>\n\n右五味，以水七升，煮取三升，去滓，溫服一升。本云：桂枝湯，今加桂滿五兩。所以加桂者，以泄奔豚氣也。""}]",[],[],[],"[""奔豚""]",[],[],"[""燒針""]","[""奔豚""]",[],"[""大棗"", ""桂枝"", ""甘草"", ""生薑"", ""芍藥""]",[],[],"[""必""]",bbbf2f203bdf6fac4bd18b0b64babf0a92189899f8faf2255f5003866c80a74d,pending,,text_match_multi
SHL_SONGBEN_0118,SHSRC0033,傷寒論（宋本）,songben,118.0,辨太陽病脈證並治中,太陽病,original_clause,A,火逆下之，因燒針煩躁者，桂枝甘草龍骨牡蠣湯主之。,火逆下之，因燒針煩躁者，桂枝甘草龍骨牡蠣湯主之。,True,"[""桂枝甘草龍骨牡蠣湯""]","[{""formula_name"": ""桂枝甘草龍骨牡蠣湯"", ""composition"": [{""herb"": ""桂枝"", ""dose_processing"": ""一兩，去皮""}, {""herb"": ""甘草"", ""dose_processing"": ""二兩，炙""}, {""herb"": ""牡蠣"", ""dose_processing"": ""二兩，熬""}, {""herb"": ""龍骨"", ""dose_processing"": ""二兩""}], ""preparation"": ""右四味，以水五升，煮取二升半，去滓，"", ""administration"": ""溫服八合，日三服。"", ""post_notes"": [], ""raw_text"": ""**桂枝甘草龍骨牡蠣湯方**\n\n桂枝<l>一兩，去皮</l>　甘草<l>二兩，炙</l>　牡蠣<l>二兩，熬</l>　龍骨<l>二兩</l>\n\n右四味，以水五升，煮取二升半，去滓，溫服八合，日三服。""}]","[""煩躁""]",[],[],[],"[""下之""]",[],"[""下之"", ""火逆""]","[""煩躁""]",[],"[""桂枝"", ""牡蠣"", ""甘草"", ""龍骨""]",[],[],"[""主之""]",866fa503ad7b7d41e81c2971ec83d05461cdf06d365a0195d7c1b22911a870de,pending,,text_match_multi
SHL_SONGBEN_0119,SHSRC0033,傷寒論（宋本）,songben,119.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽傷寒者，加溫針，必驚也。,太陽傷寒者，加溫針，必驚也。,False,[],[],[],[],[],"[""太陽傷寒""]",[],[],"[""加溫針""]",[],[],[],[],[],"[""必""]",b42c38d66c2dfbc1657100ae6920f5f84556d08cf96a34ed7a52fb52449c26e1,pending,,text_match_multi
SHL_SONGBEN_0120,SHSRC0033,傷寒論（宋本）,songben,120.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病，當惡寒發熱，今自汗出，反不惡寒發熱，關上脈細數者，以醫吐之過也。一二日吐之者，腹中飢，口不能食；三四日吐之者，不喜糜粥，欲食冷食，朝食暮吐，以醫吐之所致也，此為小逆。,太陽病，當惡寒發熱，今自汗出，反不惡寒發熱，關上脈細數者，以醫吐之過也。一二日吐之者，腹中飢，口不能食；三四日吐之者，不喜糜粥，欲食冷食，朝食暮吐，以醫吐之所致也，此為小逆。,False,[],[],"[""惡寒"", ""發熱"", ""自汗出"", ""反不惡寒"", ""不能食""]",[],"[""細數"", ""數細""]","[""太陽病""]","[""吐之""]",[],[],[],[],[],"[""一二日"", ""三四日""]",[],"[""反""]",94c19390a4f03f14e2f003a13f33454a741b34d0c72f08e752bb161dfa509236,pending,,text_match_multi
SHL_SONGBEN_0121,SHSRC0033,傷寒論（宋本）,songben,121.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病吐之，但太陽病當惡寒，今反不惡寒，不欲近衣，此為吐之內煩也。,太陽病吐之，但太陽病當惡寒，今反不惡寒，不欲近衣，此為吐之內煩也。,False,[],[],"[""惡寒"", ""反不惡寒""]",[],[],"[""太陽病""]","[""吐之""]",[],[],[],[],[],[],[],"[""反"", ""但""]",18dd12a707075fa9946d109b93794b14d138081dbe65f1d499cf05ad5ccee37d,pending,,text_match_multi
SHL_SONGBEN_0122,SHSRC0033,傷寒論（宋本）,songben,122.0,辨太陽病脈證並治中,太陽病,original_clause,A,病人脈數，數為熱，當消穀引食，而反吐者，此以發汗，令陽氣微，膈氣虛，脈乃數也。數為客熱，不能消穀，以胃中虛冷，故吐也。,病人脈數，數為熱，當消穀引食，而反吐者，此以發汗，令陽氣微，膈氣虛，脈乃數也。數為客熱，不能消穀，以胃中虛冷，故吐也。,False,[],[],[],[],"[""數""]",[],"[""發汗""]",[],[],[],[],[],[],[],"[""反""]",191d794de4405850b5ed280716e3c1319eee866b9259fe8f681f9491f5828505,pending,,text_match_multi
SHL_SONGBEN_0123,SHSRC0033,傷寒論（宋本）,songben,123.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病，過經十餘日，心下溫溫欲吐，而胸中痛，大便反溏，腹微滿，鬱鬱微煩，先此時自極吐下者，與調胃承氣湯。若不爾者，不可與。但欲嘔，胸中痛，微溏者，此非柴胡湯證，以嘔，故知極吐下也。調胃承氣湯。,太陽病，過經十餘日，心下溫溫欲吐，而胸中痛，大便反溏，腹微滿，鬱鬱微煩，先此時自極吐下者，與調胃承氣湯。若不爾者，不可與。但欲嘔，胸中痛，微溏者，此非柴胡湯證，以嘔，故知極吐下也。調胃承氣湯。,True,"[""調胃承氣湯"", ""小柴胡湯""]",[],"[""溫溫欲吐"", ""微煩"", ""欲嘔"", ""嘔""]",[],[],"[""太陽病""]",[],"[""不可與""]",[],[],[],[],[],[],"[""不可"", ""可與"", ""若"", ""反"", ""但""]",fcc555df9b647f1560b6939556e6c3502c188c534713643d1a5d2d7f2c92531b,pending,,text_match_multi
SHL_SONGBEN_0124,SHSRC0033,傷寒論（宋本）,songben,124.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病，六七日表證仍在，脈微而沉，反不結胸，其人發狂者，以熱在下焦，少腹當鞕滿，小便自利者，下血乃愈。所以然者，以太陽隨經，瘀熱在裏故也。抵當湯主之。,太陽病，六七日表證仍在，脈微而沉，反不結胸，其人發狂者，以熱在下焦，少腹當鞕滿，小便自利者，下血乃愈。所以然者，以太陽隨經，瘀熱在裏故也。抵當湯主之。,True,"[""抵當湯""]","[{""formula_name"": ""抵當湯"", ""composition"": [{""herb"": ""水蛭"", ""dose_processing"": ""熬""}, {""herb"": ""虻蟲"", ""dose_processing"": ""各三十個，去翅足，熬""}, {""herb"": ""桃仁"", ""dose_processing"": ""二十個，去皮尖""}, {""herb"": ""大黃"", ""dose_processing"": ""三兩，酒洗""}], ""preparation"": ""右四味，以水五升，煮取三升，去滓，"", ""administration"": ""溫服一升。不下，更服。"", ""post_notes"": [], ""raw_text"": ""**抵當湯方**\n\n水蛭<l>熬</l>　虻蟲<l>各三十個，去翅足，熬</l>　桃仁<l>二十個，去皮尖</l>　大黃<l>三兩，酒洗</l>\n\n右四味，以水五升，煮取三升，去滓，溫服一升。不下，更服。""}]","[""小便自利"", ""下血"", ""瘀熱在裏""]",[],"[""微而沉"", ""沉微""]","[""太陽病""]",[],[],[],"[""發狂"", ""結胸""]","[""愈""]","[""大黃"", ""桃仁"", ""水蛭"", ""虻蟲""]","[""六七日""]",[],"[""反"", ""主之""]",e4855af9bfca3af2fc6c90e1a4a49a2557cb1e022f793e21fdbb148d3e362625,pending,,text_match_multi
SHL_SONGBEN_0125,SHSRC0033,傷寒論（宋本）,songben,125.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病，身黃，脈沉結，少腹鞕，小便不利者，為無血也。小便自利，其人如狂者，血證諦也，抵當湯主之。,太陽病，身黃，脈沉結，少腹鞕，小便不利者，為無血也。小便自利，其人如狂者，血證諦也，抵當湯主之。,True,"[""抵當湯""]",[],"[""身黃"", ""少腹硬"", ""小便不利"", ""小便自利""]",[],"[""沉結""]","[""太陽病""]",[],[],[],"[""其人如狂"", ""如狂""]",[],[],[],[],"[""主之""]",4ac1df4b60cf3a4b725aa86aa36ccf2505aeed29dec044396e2b6a803b8c22c0,pending,,text_match_multi
SHL_SONGBEN_0126,SHSRC0033,傷寒論（宋本）,songben,126.0,辨太陽病脈證並治中,太陽病,original_clause,A,傷寒有熱，少腹滿，應小便不利，今反利者，為有血也，當下之，不可餘藥，宜抵當丸。,傷寒有熱，少腹滿，應小便不利，今反利者，為有血也，當下之，不可餘藥，宜抵當丸。,True,"[""抵當丸""]","[{""formula_name"": ""抵當丸"", ""composition"": [{""herb"": ""水蛭"", ""dose_processing"": ""二十個，熬""}, {""herb"": ""虻蟲"", ""dose_processing"": ""二十個，去翅足，熬""}, {""herb"": ""桃仁"", ""dose_processing"": ""二十五個，去皮尖""}, {""herb"": ""大黃"", ""dose_processing"": ""三兩""}], ""preparation"": ""右四味，搗分四丸，以水一升煮一丸，取七合服之。晬時當下血，若不下者，更服。"", ""administration"": """", ""post_notes"": [], ""raw_text"": ""**抵當丸方**\n\n水蛭<l>二十個，熬</l>　虻蟲<l>二十個，去翅足，熬</l>　桃仁<l>二十五個，去皮尖</l>　大黃<l>三兩</l>\n\n右四味，搗分四丸，以水一升煮一丸，取七合服之。晬時當下血，若不下者，更服。""}]","[""少腹滿"", ""小便不利""]",[],[],"[""傷寒""]","[""下之""]","[""不可餘藥""]","[""下之""]",[],[],"[""大黃"", ""桃仁"", ""水蛭"", ""虻蟲""]",[],[],"[""不可"", ""反"", ""宜""]",24b4ba546d9b731a16398e3314def8e214a10404046242dccf60057e00566c98,pending,,text_match_multi
SHL_SONGBEN_0127,SHSRC0033,傷寒論（宋本）,songben,127.0,辨太陽病脈證並治中,太陽病,original_clause,A,太陽病，小便利者，以飲水多，必心下悸，小便少者，必苦裏急也。,太陽病，小便利者，以飲水多，必心下悸，小便少者，必苦裏急也。,False,[],[],"[""小便利"", ""心下悸"", ""小便少""]",[],[],"[""太陽病""]",[],[],[],[],[],[],[],[],"[""必"", ""急""]",1bd43c50bf74a70f2281486fe9580948aa949c5d989b871ef78ab83ed973fd37,pending,,text_match_multi
SHL_SONGBEN_0128,SHSRC0033,傷寒論（宋本）,songben,128.0,辨太陽病脈證並治下,太陽病,original_clause,A,問曰：病有結胸，有藏結，其狀如何？按之痛，寸脈浮，關脈沉，名曰結胸也。,問曰：病有結胸，有藏結，其狀如何？按之痛，寸脈浮，關脈沉，名曰結胸也。,False,[],[],[],[],"[""浮"", ""沉""]","[""結胸"", ""藏結""]",[],[],[],"[""結胸""]",[],[],[],[],[],0c44277237281d1ae135f2ecb5c9be746de1992ca7510b986bf98171324c7533,pending,,text_match_multi
SHL_SONGBEN_0129,SHSRC0033,傷寒論（宋本）,songben,129.0,辨太陽病脈證並治下,太陽病,original_clause,A,何謂藏結？答曰：如結胸狀，飲食如故，時時下利，寸脈浮，關脈小細沉緊，名曰藏結。舌上白胎滑者，難治。,何謂藏結？答曰：如結胸狀，飲食如故，時時下利，寸脈浮，關脈小細沉緊，名曰藏結。舌上白胎滑者，難治。,False,[],[],"[""下利""]",[],"[""浮"", ""沉緊細""]","[""藏結"", ""結胸""]",[],[],[],"[""結胸""]","[""難治""]",[],[],[],[],3a2829d8a80c7ef70ab4c03f3a5ef0953691e7102a70492572acc4433fdd8892,pending,,text_match_multi
SHL_SONGBEN_0130,SHSRC0033,傷寒論（宋本）,songben,130.0,辨太陽病脈證並治下,太陽病,original_clause,A,藏結無陽證，不往來寒熱，其人反靜，舌上胎滑者，不可攻也。,藏結無陽證，不往來寒熱，其人反靜，舌上胎滑者，不可攻也。,False,[],[],[],"[""不往來寒熱""]",[],"[""藏結""]",[],"[""不可攻""]",[],[],[],[],[],[],"[""不可"", ""反""]",26bfb3fe172512256b81d1790b0d06b36ff5adac6985f6c20a5eb20e0deba5dc,pending,,text_match_multi
SHL_SONGBEN_0131,SHSRC0033,傷寒論（宋本）,songben,131.0,辨太陽病脈證並治下,太陽病,original_clause,A,病發於陽，而反下之，熱入因作結胸；病發於陰，而反下之，因作痞也。所以成結胸者，以下之太早故也。結胸者，項亦強，如柔痙狀，下之則和，宜大陷胸丸。,病發於陽，而反下之，熱入因作結胸；病發於陰，而反下之，因作痞也。所以成結胸者，以下之太早故也。結胸者，項亦強，如柔痙狀，下之則和，宜大陷胸丸。,True,"[""大陷胸丸""]","[{""formula_name"": ""大陷胸丸"", ""composition"": [{""herb"": ""大黃"", ""dose_processing"": ""半斤""}, {""herb"": ""葶藶子"", ""dose_processing"": ""半升，熬""}, {""herb"": ""芒硝"", ""dose_processing"": ""半升""}, {""herb"": ""杏仁"", ""dose_processing"": ""半升，去皮尖，熬黑""}], ""preparation"": ""右四味，搗篩二味，內杏仁、芒硝，合研如脂，和散，取如彈丸一枚；別搗甘遂末一錢匕，白蜜二合，水二升，煮取一升，溫，"", ""administration"": ""頓服之。一宿乃下。如不下，更服，取下為效。禁如藥法。"", ""post_notes"": [], ""raw_text"": ""**大陷胸丸方**\n\n大黃<l>半斤</l>　葶藶子<l>半升，熬</l>　芒硝<l>半升</l>　杏仁<l>半升，去皮尖，熬黑</l>\n\n右四味，搗篩二味，內杏仁、芒硝，合研如脂，和散，取如彈丸一枚；別搗甘遂末一錢匕，白蜜二合，水二升，煮取一升，溫，頓服之。一宿乃下。如不下，更服，取下為效。禁如藥法。""}]",[],[],[],"[""結胸"", ""痞"", ""柔痙""]","[""下之""]",[],"[""而反下之""]","[""結胸"", ""痙"", ""痞""]",[],"[""大黃"", ""杏仁"", ""芒硝"", ""葶藶子""]",[],[],"[""反"", ""宜""]",7caa8aa52fd816be6c61519ee6ecbf5acca6d66c19d6a6704e37f05b7d81dc67,pending,,text_match_multi
SHL_SONGBEN_0132,SHSRC0033,傷寒論（宋本）,songben,132.0,辨太陽病脈證並治下,太陽病,original_clause,A,結胸證，其脈浮大者，不可下，下之則死。,結胸證，其脈浮大者，不可下，下之則死。,False,[],[],[],[],"[""浮"", ""浮大""]","[""結胸""]","[""下之""]","[""不可下""]","[""下之""]","[""結胸""]","[""死""]",[],[],[],"[""不可""]",db6ef69633e8ad0bf804cbedbd2cd452d53129acfd55f209f63cdfefc25b2ba6,pending,,text_match_multi
SHL_SONGBEN_0133,SHSRC0033,傷寒論（宋本）,songben,133.0,辨太陽病脈證並治下,太陽病,original_clause,A,結胸證悉具，煩躁者亦死。,結胸證悉具，煩躁者亦死。,False,[],[],"[""煩躁""]",[],[],"[""結胸""]",[],[],[],"[""煩躁"", ""結胸""]","[""死""]",[],[],[],[],aca44e107466c87c2534bd252a91bf521df89501fcf3b4303780cc0a34624a52,pending,,text_match_multi
SHL_SONGBEN_0134,SHSRC0033,傷寒論（宋本）,songben,134.0,辨太陽病脈證並治下,太陽病,original_clause,A,太陽病，脈浮而動數，浮則為風，數則為熱，動則為痛，數則為虛。頭痛發熱，微盜汗出，而反惡寒者，表未解也，醫反下之，動數變遲，膈內拒痛，胃中空虛，客氣動膈，短氣躁煩，心中懊憹，陽氣內陷，心下因鞕，則為結胸，大陷胸湯主之。若不結胸，但頭汗出，餘處無汗，劑頸而還，小便不利，身必發黃。,太陽病，脈浮而動數，浮則為風，數則為熱，動則為痛，數則為虛。頭痛發熱，微盜汗出，而反惡寒者，表未解也，醫反下之，動數變遲，膈內拒痛，胃中空虛，客氣動膈，短氣躁煩，心中懊憹，陽氣內陷，心下因鞕，則為結胸，大陷胸湯主之。若不結胸，但頭汗出，餘處無汗，劑頸而還，小便不利，身必發黃。,True,"[""大陷胸湯""]","[{""formula_name"": ""大陷胸湯"", ""composition"": [{""herb"": ""大黃"", ""dose_processing"": ""六兩，去皮""}, {""herb"": ""芒硝"", ""dose_processing"": ""一升""}, {""herb"": ""甘遂"", ""dose_processing"": ""一錢匕""}], ""preparation"": ""右三味，以水六升，先煮大黃，取二升，去滓，內芒硝，煮一兩沸，內甘遂末，"", ""administration"": ""溫服一升。得快利，止後服。"", ""post_notes"": [], ""raw_text"": ""**大陷胸湯方**\n\n大黃<l>六兩，去皮</l>　芒硝<l>一升</l>　甘遂<l>一錢匕</l>\n\n右三味，以水六升，先煮大黃，取二升，去滓，內芒硝，煮一兩沸，內甘遂末，溫服一升。得快利，止後服。""}]","[""頭痛"", ""發熱"", ""微盜汗出"", ""反惡寒"", ""短氣"", ""躁煩"", ""心中懊憹"", ""心下因硬"", ""頭汗出"", ""無汗"", ""小便不利"", ""發黃""]",[],"[""浮"", ""浮數動""]","[""太陽病"", ""結胸""]","[""下之""]",[],"[""醫反下之""]","[""客氣動膈"", ""心中懊憹"", ""短氣躁煩"", ""胃中空虛"", ""懊憹"", ""發黃"", ""結胸""]","[""解""]","[""大黃"", ""甘遂"", ""芒硝""]",[],[],"[""若"", ""反"", ""必"", ""但"", ""主之""]",cb32ec92bec8c7f5291bb9409020eea2591f8136d4ad10bcb402811e50e31b2c,pending,,text_match_multi
SHL_SONGBEN_0135,SHSRC0033,傷寒論（宋本）,songben,135.0,辨太陽病脈證並治下,太陽病,original_clause,A,傷寒六七日，結胸熱實，脈沉而緊，心下痛，按之石鞕者，大陷胸湯主之。,傷寒六七日，結胸熱實，脈沉而緊，心下痛，按之石鞕者，大陷胸湯主之。,True,"[""大陷胸湯""]",[],[],[],"[""沉而緊"", ""沉緊""]","[""傷寒"", ""結胸""]",[],[],[],"[""結胸""]",[],[],"[""六七日""]",[],"[""主之""]",ad4da79a3c0df53d31cc4ea34100e6f14b4d86caf22e32c95d7200e77993aa67,pending,,text_match_multi
